25/02 16:02:00 FINE sim.Admin|Log for simulation 215 started
25/02 16:02:03 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.285714285714286E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.047619047619048E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=1.523809523809524E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.285714285714286E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.047619047619048E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.047619047619048E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=1.523809523809524E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.285714285714286E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=1.523809523809524E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.625 , weight=625])
25/02 16:02:03 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.285714285714286E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.285714285714286E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.047619047619048E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=6.4E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=1.523809523809524E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.047619047619048E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.285714285714286E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=1.523809523809524E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=9.600000000000001E-4, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0019200000000000003, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.00128, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=1.523809523809524E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.047619047619048E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.625 , weight=625])
25/02 16:02:10 INFO sim.Simulation|***** START OF TIME 1 *****
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 775541541 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 963409389 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 2060302931 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 226386081 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 658731598 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 208688853 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 287235307 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO demand.CampaignImpl|Campaign 687155732 Tomorrows limits: 0.625, 625
25/02 16:02:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1677170384, reachImps=5000, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=535, DummyAdnetwork=1788, adv5=511, adv6=512, adv3=523, adv4=526, adv2=542, adv1=1}, budget=null, advertiser=null, day=2, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={}]
25/02 16:02:10 FINE adx.AdxManager|tau.tac.adx.messages.CampaignNotification@6155035a
25/02 16:02:10 INFO agents.DemandAgent|Day 1 :Reporting auction results...CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1677170384, reachImps=5000, dayStart=2, dayEnd=6, targetSegment=[MALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=535, DummyAdnetwork=1788, adv5=511, adv6=512, adv3=523, adv4=526, adv2=542, adv1=1}, budget=0.511, advertiser=adv1, day=1, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={2=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0]}]
25/02 16:02:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity..
25/02 16:02:11 INFO agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 226386081, limit was: 625, 0.625 value is: 626.0, 8.250658921869407E-4
25/02 16:02:11 INFO agents.DemandAgent|Day 1 : Campaign limit expired Impressed while over limit: 226386081
25/02 16:02:13 INFO agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 208688853, limit was: 625, 0.625 value is: 625.5, 8.929608799263404E-4
25/02 16:02:13 INFO agents.DemandAgent|Day 1 : Campaign limit expired Impressed while over limit: 208688853
25/02 16:02:13 INFO agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 287235307, limit was: 625, 0.625 value is: 625.5, 6.221810737850144E-4
25/02 16:02:13 INFO agents.DemandAgent|Day 1 : Campaign limit expired Impressed while over limit: 287235307
25/02 16:02:15 INFO agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 687155732, limit was: 625, 0.625 value is: 626.0, 0.004978247942369204
25/02 16:02:15 INFO agents.DemandAgent|Day 1 : Campaign limit expired Impressed while over limit: 687155732
25/02 16:02:15 INFO agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 963409389, limit was: 625, 0.625 value is: 628.0, 0.01254378990447773
25/02 16:02:15 INFO agents.DemandAgent|Day 1 : Campaign limit expired Impressed while over limit: 963409389
25/02 16:02:15 INFO agents.DemandAgent|Day 1 :Campaign limit expired Impressed while over limit: 2060302931, limit was: 625, 0.625 value is: 626.5, 0.0018254059637475186
25/02 16:02:15 INFO agents.DemandAgent|Day 1 : Campaign limit expired Impressed while over limit: 2060302931
25/02 16:02:18 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1 :BankStatus[0.000000]
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1: Daily notification for campaign 1677170384
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1:  allocated to adv1. UCS Level set to 1.0 at price 0.11132055684057285 Qualit Score is: 1.0
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1: Campaign opportunity - Campaign ID 21845470: day 3 to 7  YOUNG LOW_INCOME, reach: 5000 coefs: (v=2.0, m=1.5)
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1: Campaign total budget bid: 4.153
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1: Adjusting ucs bid: was 0.15589201107548636 level reported: 1.0 target: 0.7 adjusted: 0.10912440775284045
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1 : Simulation Status Received
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1: Updated 24 Bid Bundle entries for Campaign id 775541541
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1: Sending BidBundle
25/02 16:02:18 INFO agents.SampleAdNetwork|Day 1 ended. Starting next day
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.10912440775284045 Cmp ID: 21845470 Cmp Bid: 4153
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv3 : UCS Bid: 0.047195 Cmp ID: 21845470 Cmp Bid: 418
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv6 : UCS Bid: 0.05854999999999999 Cmp ID: 21845470 Cmp Bid: 409
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv2 : UCS Bid: 0.06342795 Cmp ID: 21845470 Cmp Bid: 433
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv5 : UCS Bid: 0.0495 Cmp ID: 21845470 Cmp Bid: 408
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv4 : UCS Bid: 0.05547549999999999 Cmp ID: 21845470 Cmp Bid: 421
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv7 : UCS Bid: 0.076085155 Cmp ID: 21845470 Cmp Bid: 428
25/02 16:02:19 INFO agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10018850115651556 Cmp ID: 21845470 Cmp Bid: 1
25/02 16:02:19 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.584142943950656, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.625 , weight=625])
25/02 16:02:19 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=7.142857142857143E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=7.142857142857143E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=7.142857142857143E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.761904761904762E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.380952380952381E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.761904761904762E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.380952380952381E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.380952380952381E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.761904761904762E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.625 , weight=625])
25/02 16:02:19 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.761904761904762E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=7.142857142857143E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=7.142857142857143E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.380952380952381E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=3.571428571428572E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=7.142857142857143E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.380952380952381E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=2.380952380952381E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.761904761904762E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0015, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0010, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0020, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0030, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=4.761904761904762E-5, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.625 , weight=625])
